root_id	stable_id
906181	TF314770
1346552	TF314771
883356	TF314772
1299200	TF314773
559340	TF314774
1354646	TF314775
1147996	TF314779
953993	TF314780
487249	TF314782
771918	TF314783
912250	TF314785
727098	TF314786
1161893	TF314788
1170158	TF314789
503745	TF314792
1286244	TF314793
868387	TF314794
1258309	TF314795
866267	TF314796
776749	TF314797
830003	TF314799
1284598	TF314800
405007	TF314802
795388	TF314804
888036	TF314805
598814	TF314806
1105498	TF314811
975600	TF314812
1072875	TF314813
838077	TF314814
997683	TF314815
606509	TF314816
975030	TF314817
953217	TF314819
599870	TF314820
915583	TF314821
555106	TF314822
1051581	TF314823
619546	TF314824
973510	TF314825
909422	TF314826
922289	TF314827
1014791	TF314828
980065	TF314829
1121301	TF314830
809036	TF314831
940440	TF314835
442175	TF314836
657659	TF314837
776622	TF314838
1128479	TF314839
792460	TF314841
896688	TF314842
884604	TF314844
886476	TF314845
1174816	TF314846
393871	TF314847
884500	TF314848
279595	TF314849
693173	TF314850
973035	TF314852
746973	TF314853
857518	TF314854
455566	TF314855
988914	TF314856
390817	TF314858
627131	TF314859
510543	TF314861
621069	TF314862
1133480	TF314863
495123	TF314866
624446	TF314867
865101	TF314868
836518	TF314869
1024565	TF314870
811500	TF314871
978545	TF314872
752209	TF314874
927586	TF314877
266319	TF314878
600046	TF314879
775606	TF314880
1082012	TF314881
989854	TF314882
657185	TF314883
1044795	TF314885
932734	TF314886
915381	TF314887
581196	TF314888
929269	TF314889
649071	TF314891
948270	TF314892
971609	TF314893
427050	TF314896
412930	TF314897
899857	TF314898
832822	TF314900
309523	TF314901
957970	TF314902
967673	TF314903
763156	TF314904
441686	TF314905
528798	TF314906
691841	TF314907
760151	TF314908
683627	TF314909
605987	TF314910
374799	TF314911
643588	TF314912
734596	TF314913
805012	TF314914
557612	TF314915
812202	TF314916
408990	TF314918
1035292	TF314919
352190	TF314920
872603	TF314921
892053	TF314922
276116	TF314924
966041	TF314925
879196	TF314926
949337	TF314927
265923	TF314932
935605	TF314933
1135736	TF314934
881588	TF314936
952538	TF314937
895040	TF314938
317280	TF314939
376836	TF314941
587916	TF314942
1064949	TF314943
975125	TF314944
428305	TF314945
873758	TF314946
538667	TF314947
730164	TF314948
1245928	TF314949
760675	TF314951
948561	TF314953
307014	TF314954
1019614	TF314955
818826	TF314956
547737	TF314957
911240	TF314958
1076133	TF314960
721764	TF314961
964409	TF314962
331236	TF314963
926289	TF314964
871763	TF314966
982710	TF314967
789139	TF314968
676967	TF314969
427301	TF314970
824671	TF314971
1054772	TF314974
668868	TF314975
1036972	TF314976
845805	TF314977
323157	TF314978
417613	TF314979
678791	TF314980
362010	TF314981
737343	TF314982
749797	TF314984
712238	TF314986
840186	TF314988
1020875	TF314989
354683	TF314991
840408	TF314992
936991	TF314994
908311	TF314995
999450	TF314996
910533	TF314997
1004532	TF314998
1056406	TF314999
931051	TF315000
997497	TF315002
1006464	TF315003
861584	TF315004
1008948	TF315005
872813	TF315006
664543	TF315007
726818	TF315008
806912	TF315009
777384	TF315010
953896	TF315011
430056	TF315012
1071783	TF315013
412669	TF315015
1160425	TF315018
803464	TF315020
1055976	TF315021
1101286	TF315022
982428	TF315023
893804	TF315024
1085456	TF315025
1040844	TF315027
1093202	TF315028
689314	TF315029
468359	TF315031
449177	TF315033
510121	TF315035
1021955	TF315036
950986	TF315037
546957	TF315039
660172	TF315040
656869	TF315041
585744	TF315042
649551	TF315044
995451	TF315045
993870	TF315047
786783	TF315048
876278	TF315049
687078	TF315050
882108	TF315051
762896	TF315053
1123817	TF315054
1132415	TF315055
597046	TF315056
983744	TF315057
654337	TF315059
703869	TF315060
1275615	TF315061
805131	TF315062
929467	TF315063
1003428	TF315064
1102768	TF315065
1006188	TF315067
913563	TF315068
895864	TF315069
916889	TF315070
580647	TF315071
836742	TF315072
969209	TF315073
314830	TF315074
831924	TF315076
771790	TF315077
765491	TF315078
754606	TF315079
1072791	TF315082
912856	TF315083
1024835	TF315084
936001	TF315086
716952	TF315087
908210	TF315088
977120	TF315089
1036356	TF315090
388857	TF315091
1185106	TF315092
927189	TF315095
905569	TF315096
1132983	TF315097
1110431	TF315098
842835	TF315099
926189	TF315100
871238	TF315101
864465	TF315102
992754	TF315103
969785	TF315104
761068	TF315105
1190363	TF315106
538068	TF315107
485264	TF315108
570487	TF315109
957873	TF315111
964313	TF315112
992847	TF315113
955739	TF315114
779530	TF315115
424270	TF315116
1159209	TF315117
810681	TF315118
805488	TF315119
1158185	TF315120
465828	TF315122
880028	TF315123
879612	TF315124
548127	TF315125
536668	TF315126
435038	TF315127
1071531	TF315128
985812	TF315129
593306	TF315130
848643	TF315131
798659	TF315132
701979	TF315133
832262	TF315134
1148532	TF315136
905671	TF315137
938575	TF315138
1131350	TF315140
541844	TF315141
428806	TF315142
684378	TF315143
1017703	TF315144
714240	TF315146
756198	TF315147
1049928	TF315148
1062059	TF315149
1008120	TF315150
891744	TF315151
1069515	TF315152
1120558	TF315154
909523	TF315155
969113	TF315156
763676	TF315157
848425	TF315158
1060614	TF315159
950307	TF315160
993498	TF315161
490540	TF315162
1014882	TF315163
503317	TF315165
1023215	TF315166
1176316	TF315167
1131989	TF315168
1059502	TF315169
1333666	TF315170
791722	TF315171
856438	TF315172
1245550	TF315173
1045056	TF315174
1087889	TF315175
739393	TF315176
1057180	TF315177
1239628	TF315178
387447	TF315179
1075635	TF315180
1293057	TF315181
1059330	TF315182
1155788	TF315183
629135	TF315185
383748	TF315186
683928	TF315187
1132557	TF315188
609107	TF315190
941420	TF315191
931150	TF315194
1263824	TF315196
676055	TF315199
621238	TF315201
825811	TF315202
452503	TF315204
902203	TF315205
898633	TF315208
861370	TF315210
1025375	TF315211
923789	TF315215
344922	TF315216
638545	TF315217
631794	TF315221
934318	TF315222
781294	TF315223
1008764	TF315224
1147795	TF315226
880340	TF315227
843935	TF315228
376546	TF315229
815351	TF315231
625454	TF315233
973605	TF315234
715527	TF315235
1031821	TF315236
403133	TF315238
423000	TF315239
829664	TF315241
858588	TF315243
540458	TF315244
535668	TF315245
996474	TF315246
823075	TF315247
883252	TF315248
1340524	TF315251
878988	TF315253
1015519	TF315254
526342	TF315256
395525	TF315257
1243934	TF315258
895349	TF315263
982522	TF315264
776241	TF315265
693617	TF315266
1351031	TF315270
1334767	TF315273
654655	TF315274
988256	TF315275
500314	TF315276
1354566	TF315277
1260095	TF315278
1353935	TF315283
541646	TF315284
1317199	TF315286
1353407	TF315289
1332250	TF315290
1236607	TF315291
782421	TF315294
952441	TF315296
1158377	TF315297
643264	TF315298
890199	TF315299
1348176	TF315300
998055	TF315301
722046	TF315307
753276	TF315309
662047	TF315310
1269345	TF315311
768200	TF315313
1352555	TF315314
1308052	TF315315
1337243	TF315317
1218493	TF315320
1141221	TF315321
794778	TF315323
1237507	TF315326
1346818	TF315327
1341532	TF315328
1119208	TF315329
1350150	TF315330
905263	TF315331
824443	TF315333
1347084	TF315335
1340776	TF315336
1347343	TF315338
1331698	TF315339
1267630	TF315341
1337333	TF315343
355916	TF315345
1353245	TF315346
361406	TF315349
1159977	TF315350
1353983	TF315352
488129	TF315359
1351625	TF315361
1246138	TF315366
1142390	TF315369
1350899	TF315370
611861	TF315371
651471	TF315372
997032	TF315373
1080283	TF315374
1356334	TF315375
1349394	TF315376
1344289	TF315379
1228322	TF315382
533458	TF315383
1121375	TF315384
800464	TF315385
1219143	TF315387
816975	TF315388
1136436	TF315390
1342153	TF315394
1165232	TF315395
399079	TF315397
1348015	TF315398
444362	TF315399
1040668	TF315401
654973	TF315405
1353317	TF315406
758970	TF315407
1253796	TF315410
1009960	TF315411
538468	TF315412
957291	TF315413
1319536	TF315418
894628	TF315420
1288744	TF315423
731276	TF315424
1353809	TF315425
1329741	TF315427
542240	TF315430
1342857	TF315431
1212131	TF315432
1340965	TF315435
312364	TF315438
1342985	TF315443
1308232	TF315446
882316	TF315451
1192939	TF315452
675143	TF315454
1348113	TF315456
1349443	TF315457
1348218	TF315459
1353347	TF315461
1333570	TF315462
480383	TF315463
1069431	TF315465
1352249	TF315466
1338703	TF315468
1320241	TF315469
944066	TF315473
563722	TF315474
1338153	TF315477
1348022	TF315479
1198399	TF315481
1056234	TF315483
1353101	TF315488
746028	TF315489
674231	TF315490
1121079	TF315491
807620	TF315493
1288447	TF315498
1333822	TF315500
757254	TF315501
1289338	TF315503
896894	TF315504
1317151	TF315505
563153	TF315506
1352243	TF315507
1297636	TF315508
522224	TF315509
981488	TF315512
301227	TF315515
764975	TF315518
270653	TF315519
1345329	TF315522
1339606	TF315525
646175	TF315526
1353593	TF315527
1189908	TF315528
536268	TF315529
1235572	TF315532
1174336	TF315535
1254796	TF315536
673772	TF315541
1343209	TF315546
1313911	TF315550
1299904	TF315552
1138461	TF315554
1350633	TF315556
1325141	TF315558
1236427	TF315562
1353773	TF315570
1354385	TF315571
1344761	TF315572
1219793	TF315573
325545	TF315574
1284917	TF315575
481052	TF315583
1238660	TF315589
1222758	TF315594
1339804	TF315596
1350178	TF315597
1186089	TF315598
1341955	TF315601
358976	TF315604
1032177	TF315606
531439	TF315607
1335823	TF315609
1211715	TF315611
1353785	TF315612
1016338	TF315614
1340101	TF315615
290172	TF315617
1012698	TF315619
1328012	TF315621
1349163	TF315624
1341109	TF315625
1290500	TF315632
901285	TF315634
1334239	TF315635
386596	TF315636
724718	TF315637
260737	TF315638
1350122	TF315640
1320091	TF315641
1301468	TF315642
865525	TF315643
1350934	TF315646
1262603	TF315647
413713	TF315649
1337113	TF315650
336845	TF315651
397171	TF315654
1220943	TF315655
1346671	TF315656
788147	TF315657
1212547	TF315659
462583	TF315661
1302602	TF315669
1281985	TF315672
1349380	TF315675
1333858	TF315677
1346447	TF315678
1341604	TF315680
1343041	TF315683
1319551	TF315702
1340407	TF315705
1342252	TF315712
1351469	TF315713
393595	TF315716
1340209	TF315718
1352531	TF315719
1235212	TF315720
1341775	TF315722
1328935	TF315723
1353017	TF315728
1337853	TF315729
1273801	TF315734
531641	TF315736
1051407	TF315738
923089	TF315740
1332310	TF315741
453920	TF315742
1321366	TF315745
1327687	TF315748
1352261	TF315757
1319731	TF315763
681815	TF315769
1281505	TF315770
1348799	TF315772
391375	TF315773
1351061	TF315776
1205474	TF315782
292037	TF315783
287180	TF315784
1332322	TF315786
1335383	TF315788
382890	TF315789
1189965	TF315792
1348316	TF315794
479936	TF315795
1315311	TF315796
1280515	TF315798
1335020	TF315799
862654	TF315800
621407	TF315801
1356366	TF315802
445088	TF315804
271045	TF315806
461884	TF315807
1353989	TF315809
502247	TF315810
292409	TF315811
1114925	TF315818
699935	TF315821
1351193	TF315822
693765	TF315826
1351871	TF315828
278440	TF315834
1308790	TF315835
1331734	TF315836
708355	TF315838
1163279	TF315839
1349702	TF315840
281513	TF315841
1342306	TF315843
1305472	TF315844
1287168	TF315850
1274593	TF315851
472258	TF315854
941812	TF315857
1339480	TF315859
1350850	TF315860
579366	TF315865
1108968	TF315866
471342	TF315869
462117	TF315870
1338013	TF315878
1333402	TF315879
1323363	TF315884
1306688	TF315885
1346986	TF315888
1128695	TF315891
506732	TF315892
1119058	TF315895
301590	TF315897
384604	TF315900
1354681	TF315901
525727	TF315904
734872	TF315906
586106	TF315909
1270360	TF315912
1353641	TF315913
552790	TF315915
1322789	TF315919
1023755	TF315920
824899	TF315922
1343585	TF315924
1344633	TF315926
1356031	TF315929
1269380	TF315930
1348456	TF315932
326221	TF315938
536468	TF315942
1266838	TF315944
538866	TF315946
1353395	TF315949
735010	TF315953
1352459	TF315954
1099792	TF315956
661267	TF315957
823531	TF315960
263938	TF315964
1353611	TF315966
1345929	TF315969
1263750	TF315970
1322731	TF315972
1351085	TF315974
610657	TF315976
1354439	TF315977
1313078	TF315981
1122115	TF315986
1215104	TF315987
1318861	TF315988
1352387	TF315992
752877	TF315993
1343713	TF315994
413191	TF315996
315882	TF315997
1284221	TF315999
1315519	TF316000
816395	TF316006
526957	TF316009
1343889	TF316010
1336793	TF316012
1345321	TF316013
1317071	TF316015
1342577	TF316018
808210	TF316021
1346769	TF316030
1344257	TF316031
1098607	TF316032
795632	TF316033
725138	TF316034
1339966	TF316035
1329403	TF316037
1180226	TF316038
1348841	TF316039
1347371	TF316042
458147	TF316044
1335317	TF316045
584656	TF316048
787651	TF316050
1289446	TF316051
1343217	TF316054
591695	TF316056
1332694	TF316057
1329221	TF316060
768974	TF316072
1105732	TF316074
1348407	TF316075
1353701	TF316077
802504	TF316078
303041	TF316079
1337403	TF316080
812787	TF316081
1355396	TF316083
1262751	TF316084
818366	TF316085
1307771	TF316086
1345121	TF316093
750199	TF316097
799864	TF316098
1317711	TF316103
593843	TF316105
1349723	TF316106
971321	TF316108
985718	TF316112
746298	TF316113
306654	TF316115
1238000	TF316116
1287691	TF316119
1343105	TF316125
710803	TF316126
381458	TF316128
1348722	TF316130
1354651	TF316133
1340245	TF316135
871133	TF316136
1152516	TF316140
1315167	TF316142
1353125	TF316149
1105186	TF316152
1280995	TF316153
1296877	TF316155
1299816	TF316160
1328129	TF316165
649231	TF316166
1343553	TF316167
582472	TF316169
542833	TF316171
404473	TF316174
1262159	TF316179
1297521	TF316184
1336953	TF316186
1294132	TF316187
1348834	TF316189
1344649	TF316190
398535	TF316195
1012152	TF316196
1345657	TF316199
1305057	TF316201
1352759	TF316202
626462	TF316213
264733	TF316214
1336863	TF316216
756594	TF316219
1046970	TF316220
1294493	TF316221
1302035	TF316225
1350192	TF316227
644398	TF316230
1347217	TF316233
477016	TF316238
1324777	TF316239
730859	TF316240
1353473	TF316245
391654	TF316247
1255388	TF316252
1215614	TF316253
1293982	TF316264
1279562	TF316265
662359	TF316268
474758	TF316269
1353587	TF316270
1298556	TF316271
1322116	TF316274
778144	TF316276
1249547	TF316279
1349891	TF316281
1353863	TF316282
1333174	TF316284
334217	TF316289
1344209	TF316290
1346951	TF316291
451081	TF316292
842615	TF316297
300863	TF316304
1353893	TF316305
1214747	TF316308
1114089	TF316309
879716	TF316311
1346580	TF316313
772302	TF316315
413452	TF316316
670712	TF316321
1347441	TF316323
864677	TF316326
1144158	TF316327
1320226	TF316329
1352603	TF316333
791230	TF316335
479712	TF316339
1354139	TF316340
1348491	TF316342
463514	TF316344
308808	TF316345
1296670	TF316347
1355426	TF316356
362614	TF316357
610141	TF316358
1352735	TF316366
715813	TF316367
1074722	TF316369
1231430	TF316378
1110508	TF316379
556650	TF316381
1331974	TF316386
787775	TF316387
1346566	TF316388
1266622	TF316390
1336241	TF316391
1313027	TF316392
614775	TF316399
1348610	TF316400
621745	TF316401
1235752	TF316402
1247776	TF316404
1342414	TF316407
1256909	TF316409
1294613	TF316414
1342504	TF316421
1344969	TF316424
696412	TF316430
1312687	TF316436
1350283	TF316438
1335900	TF316441
1346105	TF316444
1030664	TF316446
1349177	TF316450
1348967	TF316453
280364	TF316454
1249096	TF316463
1342423	TF316464
1352915	TF316465
1222660	TF316468
1351727	TF316469
1343761	TF316472
1138737	TF316474
670100	TF316475
1350437	TF316476
1293782	TF316477
1346916	TF316481
1035381	TF316489
645692	TF316491
588097	TF316497
1315999	TF316503
1351217	TF316505
752343	TF316507
1132060	TF316508
1039436	TF316513
711379	TF316514
724158	TF316515
1341451	TF316516
1343545	TF316517
1305137	TF316518
628300	TF316520
1078540	TF316521
1349324	TF316522
863723	TF316533
1347203	TF316534
1348687	TF316536
1334778	TF316537
1344401	TF316538
1349793	TF316540
1008856	TF316541
1340974	TF316543
793314	TF316545
751807	TF316546
646819	TF316547
1294949	TF316552
1337603	TF316556
1264786	TF316558
1240024	TF316559
1345857	TF316560
1341172	TF316566
1344057	TF316570
1344561	TF316571
1283525	TF316573
1310968	TF316574
810096	TF316575
1346545	TF316586
1303477	TF316587
1068003	TF316589
595623	TF316590
1319821	TF316592
1350304	TF316593
1333834	TF316596
1344753	TF316602
1342545	TF316606
927089	TF316607
1345305	TF316609
1341091	TF316610
1356582	TF316613
827630	TF316616
1349989	TF316617
1145382	TF316619
1339903	TF316624
1331614	TF316628
1346727	TF316630
1300784	TF316636
716668	TF316638
336519	TF316643
1356141	TF316645
1347672	TF316646
687228	TF316650
1277855	TF316656
1244321	TF316658
1347560	TF316661
1334701	TF316662
388294	TF316663
1355731	TF316665
1349849	TF316666
1070439	TF316671
1192155	TF316675
1339273	TF316676
1347504	TF316678
1346930	TF316680
1355991	TF316682
695677	TF316686
1342889	TF316688
1332574	TF316689
1349247	TF316692
1345537	TF316693
744138	TF316697
1163972	TF316700
535468	TF316701
1350311	TF316703
1072287	TF316708
1333870	TF316709
844815	TF316710
1288825	TF316712
1330131	TF316715
400166	TF316716
1330339	TF316718
1342905	TF316719
1340569	TF316720
1351145	TF316721
692581	TF316724
1346664	TF316725
1285320	TF316733
723456	TF316735
649391	TF316736
1267735	TF316738
1352483	TF316740
1322901	TF316741
1057696	TF316742
1348008	TF316743
1327199	TF316744
1304277	TF316745
611001	TF316749
1343681	TF316750
746163	TF316755
1343825	TF316756
1350710	TF316757
1340056	TF316759
1336087	TF316762
1256792	TF316764
351877	TF316767
1339777	TF316768
1046622	TF316770
1339013	TF316773
1338333	TF316776
1322817	TF316777
990888	TF316778
737891	TF316780
1336643	TF316781
1125356	TF316783
1143614	TF316784
986940	TF316786
1321531	TF316792
1351793	TF316794
1327778	TF316795
1341937	TF316798
1251105	TF316799
1345097	TF316802
749261	TF316803
1115305	TF316804
639360	TF316807
271437	TF316814
1314943	TF316815
450368	TF316816
1333090	TF316819
1279066	TF316826
589897	TF316832
402057	TF316833
780790	TF316834
623097	TF316835
1322386	TF316838
829212	TF316840
1354811	TF316842
567678	TF316850
420704	TF316851
666558	TF316855
1338823	TF316858
685128	TF316860
1341154	TF316862
1351685	TF316863
356530	TF316865
678183	TF316867
302679	TF316871
425536	TF316872
372156	TF316874
323500	TF316876
1350381	TF316883
1345257	TF316886
1266010	TF316889
1325925	TF316891
1287028	TF316892
1346033	TF316893
1333414	TF316895
1279221	TF316897
1345209	TF316899
1353791	TF316901
1351475	TF316902
1288582	TF316903
1351361	TF316909
1354145	TF316910
1346881	TF316913
1335086	TF316914
1347616	TF316919
1334338	TF316922
1324133	TF316923
1342009	TF316925
993219	TF316929
1327869	TF316930
1116508	TF316934
1349044	TF316936
1326443	TF316938
604247	TF316942
1265650	TF316943
913664	TF316946
751271	TF316952
1351133	TF316955
1133906	TF316962
1283148	TF316964
1356206	TF316966
666093	TF316971
1348379	TF316977
1350339	TF316980
723033	TF316981
1346993	TF316983
1355801	TF316984
1315535	TF316987
651631	TF316990
1288339	TF316991
1347014	TF316993
1327622	TF316995
1350654	TF316998
1314319	TF317000
1347574	TF317001
430806	TF317003
320404	TF317006
1353089	TF317007
1349926	TF317011
1316335	TF317012
713239	TF317015
1340317	TF317017
1289850	TF317018
1338453	TF317021
297210	TF317024
964601	TF317026
1339876	TF317028
1223248	TF317030
1351739	TF317032
377416	TF317034
1207594	TF317035
1299090	TF317038
1347952	TF317044
1351667	TF317048
1349730	TF317050
1336833	TF317051
1017521	TF317053
1337733	TF317056
1346385	TF317057
1317279	TF317058
1280815	TF317060
1338283	TF317061
1286552	TF317066
333887	TF317067
710515	TF317074
710947	TF317075
995544	TF317086
1343361	TF317089
796965	TF317090
350307	TF317098
1354505	TF317099
979210	TF317104
951762	TF317105
1313537	TF317106
1331542	TF317111
1333474	TF317113
921189	TF317114
1217993	TF317115
1338673	TF317118
1352357	TF317119
706334	TF317123
1339768	TF317125
1344905	TF317127
1354163	TF317129
1325533	TF317131
1350731	TF317134
1344017	TF317138
1330235	TF317140
1152912	TF317146
1351073	TF317148
1350745	TF317150
695383	TF317153
1328870	TF317157
1343369	TF317159
837744	TF317167
1356241	TF317168
1104250	TF317169
1332238	TF317171
1341568	TF317172
439726	TF317174
1347931	TF317176
710659	TF317186
913260	TF317192
1342753	TF317195
1339123	TF317199
456506	TF317206
1286020	TF317208
483717	TF317210
321438	TF317212
1138944	TF317215
1299662	TF317220
1013335	TF317221
1311786	TF317222
884916	TF317226
1353287	TF317227
1351847	TF317231
1221827	TF317235
1346587	TF317236
968825	TF317238
1350290	TF317239
1321246	TF317240
568991	TF317243
1151460	TF317245
1349905	TF317246
1353119	TF317249
1351751	TF317256
675295	TF317259
1346057	TF317262
694795	TF317264
1316175	TF317265
1352981	TF317268
755934	TF317271
565422	TF317274
1346510	TF317279
938179	TF317291
1274428	TF317292
301953	TF317293
268690	TF317296
812904	TF317297
551627	TF317299
858374	TF317300
537668	TF317301
1348848	TF317302
1345913	TF317305
386312	TF317306
1015610	TF317309
1354641	TF317314
1036180	TF317319
1352087	TF317320
1344537	TF317322
1349149	TF317326
1333306	TF317327
1334525	TF317328
637889	TF317334
498373	TF317336
975695	TF317339
560869	TF317342
339773	TF317345
1332034	TF317348
463746	TF317350
1347707	TF317357
1111429	TF317361
1352897	TF317365
1348064	TF317375
1188939	TF317380
344284	TF317387
1347112	TF317395
1354409	TF317398
1046100	TF317401
557228	TF317405
1339939	TF317407
1289635	TF317408
483273	TF317409
1332502	TF317411
789262	TF317412
1350752	TF317416
1030575	TF317417
1346433	TF317419
1338913	TF317422
1353731	TF317423
1043660	TF317425
1352021	TF317428
1346972	TF317429
1353761	TF317430
1346825	TF317431
1351805	TF317435
1354187	TF317438
646980	TF317441
1343521	TF317447
1348827	TF317451
1316703	TF317455
1350971	TF317456
1356101	TF317459
1263491	TF317463
982898	TF317466
477241	TF317467
1338653	TF317470
1339948	TF317473
1352693	TF317475
948076	TF317476
1298280	TF317479
1305605	TF317480
1058556	TF317482
1354103	TF317483
1334470	TF317488
1332562	TF317490
1213778	TF317492
1338943	TF317493
871868	TF317494
1321261	TF317495
1052880	TF317496
844485	TF317498
1328363	TF317500
1257065	TF317508
346512	TF317511
1090642	TF317513
286429	TF317514
786535	TF317515
1339498	TF317516
1341586	TF317520
1349387	TF317521
1348512	TF317524
1351505	TF317531
1349198	TF317537
942890	TF317538
1345505	TF317541
1105888	TF317543
1347595	TF317544
1352183	TF317545
501604	TF317546
1353359	TF317548
1272027	TF317549
1322056	TF317550
936199	TF317554
1340452	TF317555
1350920	TF317556
1209323	TF317559
751137	TF317561
489007	TF317562
1332646	TF317563
1354706	TF317564
1278384	TF317565
1038204	TF317567
708211	TF317568
1328298	TF317572
1346289	TF317573
1343753	TF317574
1045752	TF317576
1302665	TF317581
1287907	TF317582
1326611	TF317585
1352609	TF317587
920189	TF317588
1339867	TF317590
1183424	TF317595
1350479	TF317596
1341460	TF317603
1339053	TF317604
669330	TF317607
907099	TF317609
1313435	TF317611
1348484	TF317613
895452	TF317614
1341082	TF317616
728078	TF317617
327232	TF317619
582836	TF317622
1337943	TF317624
1335911	TF317626
1285207	TF317629
1337693	TF317630
1016884	TF317631
908513	TF317636
1346615	TF317637
1345985	TF317638
1208230	TF317640
1045926	TF317642
751003	TF317649
1089023	TF317652
1300014	TF317657
352503	TF317658
932833	TF317659
1130853	TF317660
1349065	TF317661
1347336	TF317662
1346489	TF317670
1345241	TF317671
1298326	TF317672
1326093	TF317675
1147192	TF317676
665628	TF317681
1302140	TF317685
1320031	TF317686
1355246	TF317687
1339507	TF317689
1324385	TF317692
1293207	TF317694
1313520	TF317695
1345633	TF317696
1350409	TF317697
723738	TF317698
1337373	TF317700
1342396	TF317702
1355676	TF317704
997962	TF317705
1248028	TF317709
1173316	TF317710
1341325	TF317714
1312738	TF317716
1353299	TF317724
1301132	TF317727
1340182	TF317728
1009592	TF317729
652270	TF317730
1052966	TF317731
624278	TF317732
1336973	TF317734
1163153	TF317742
1347210	TF317744
1342099	TF317746
733630	TF317748
1019705	TF317750
1354611	TF317754
1342945	TF317760
320059	TF317762
1347315	TF317765
601975	TF317770
1350367	TF317773
1335196	TF317778
459317	TF317779
1343601	TF317782
507793	TF317783
1117108	TF317785
1348071	TF317790
1355311	TF317792
1335559	TF317794
1349975	TF317795
1339193	TF317796
1081684	TF317801
1343881	TF317802
1318666	TF317804
1343409	TF317809
1352453	TF317811
1338123	TF317812
1349135	TF317813
648107	TF317818
340097	TF317819
1341298	TF317820
1321501	TF317825
1347175	TF317829
1037852	TF317830
273002	TF317832
1350073	TF317836
323843	TF317837
462816	TF317840
1295573	TF317842
1353197	TF317844
1350402	TF317858
1349513	TF317863
1348400	TF317865
1347042	TF317867
1226882	TF317875
1344361	TF317876
1325659	TF317879
1331890	TF317884
1336318	TF317886
1278756	TF317889
1337223	TF317890
1251433	TF317891
1355981	TF317894
1339083	TF317896
1348757	TF317897
1262825	TF317900
1352987	TF317908
1349275	TF317910
1332070	TF317914
1306327	TF317920
748859	TF317921
1309726	TF317922
1324189	TF317923
1353869	TF317927
293524	TF317932
815467	TF317935
1355211	TF317936
1346393	TF317937
783046	TF317943
1301573	TF317950
1334943	TF317951
1354591	TF317952
1317727	TF317954
698323	TF317956
1317519	TF317959
1343049	TF317960
1332406	TF317962
431304	TF317963
1348085	TF317965
1352621	TF317966
1354886	TF317968
1341307	TF317969
1352189	TF317970
1341334	TF317979
1350248	TF317981
1352891	TF317982
1311616	TF317983
612205	TF317985
1315823	TF317989
1349429	TF317991
679550	TF317992
1341559	TF317995
607896	TF317997
1338583	TF318013
383462	TF318014
1348449	TF318016
1344705	TF318017
847008	TF318022
1282765	TF318027
1353497	TF318029
1349107	TF318034
1004716	TF318036
1339813	TF318038
439480	TF318042
1342849	TF318045
960185	TF318049
1351895	TF318052
1060444	TF318059
615972	TF318060
1348001	TF318063
1343673	TF318064
1264231	TF318079
1326331	TF318082
1334050	TF318085
1355646	TF318089
1308574	TF318094
572534	TF318099
1350388	TF318101
784046	TF318102
1348631	TF318106
1287664	TF318109
1353971	TF318112
1354696	TF318115
1042076	TF318118
877740	TF318119
1355296	TF318122
773955	TF318128
1315471	TF318130
573278	TF318131
1340263	TF318133
1338273	TF318135
1352195	TF318136
1348211	TF318138
1351997	TF318139
1266082	TF318143
1343073	TF318145
808918	TF318149
1309960	TF318150
1350563	TF318159
565798	TF318160
1310878	TF318162
1355001	TF318164
1343737	TF318165
1334371	TF318167
642778	TF318170
979875	TF318181
1226450	TF318184
1332490	TF318187
1292932	TF318188
978355	TF318197
396349	TF318198
1341163	TF318201
1317935	TF318204
291665	TF318206
1344337	TF318207
1352297	TF318208
1349807	TF318209
652111	TF318216
1353329	TF318220
1340704	TF318221
1027085	TF318222
1349331	TF318224
1282945	TF318225
1350577	TF318226
1315919	TF318228
1232636	TF318234
1341883	TF318239
1343705	TF318240
313422	TF318242
1342769	TF318243
1347756	TF318244
508641	TF318254
1342405	TF318258
1351319	TF318260
1288150	TF318262
1342270	TF318263
1299442	TF318269
1345905	TF318274
1344553	TF318276
1344345	TF318282
855034	TF318283
360800	TF318292
1354001	TF318307
878364	TF318311
490321	TF318315
1345441	TF318323
1353917	TF318324
1340695	TF318327
1110585	TF318328
1336733	TF318329
1354193	TF318330
1347917	TF318333
1350885	TF318335
1354756	TF318337
1048362	TF318343
1350493	TF318345
357448	TF318348
1121449	TF318352
1330365	TF318358
1335702	TF318359
1344073	TF318363
1307391	TF318364
1355756	TF318365
1353953	TF318367
650031	TF318374
1304197	TF318376
1342585	TF318378
1328922	TF318379
1349688	TF318381
731415	TF318385
882836	TF318389
980825	TF318390
1347889	TF318393
480160	TF318394
1351859	TF318397
486589	TF318398
1352339	TF318400
1306194	TF318401
1352645	TF318404
1349016	TF318406
1051755	TF318412
1350234	TF318413
1339921	TF318423
1312500	TF318424
1348673	TF318425
1268750	TF318426
1329481	TF318427
459083	TF318428
1340551	TF318430
1112189	TF318431
1346461	TF318432
1288420	TF318437
1339822	TF318439
1311514	TF318442
1167402	TF318443
815699	TF318444
698911	TF318445
1331249	TF318446
1301174	TF318447
424524	TF318448
1117033	TF318449
1340290	TF318450
1350346	TF318452
