Page_Name	Entrez_ID
EIF4G2	1982
ENAH_%28gene%29	55740
DUSP23	54935
DUSP13	51207
EDF1	8721
EIF3J	8669
ESCO2	157570
Eosinophil_peroxidase	8288
DNAJA2	10294
EIF3K	27335
DOK4	55715
DTNB	1838
EPH_receptor_A3	2042
EFNB3	1949
ERG_%28gene%29	2078
ECH1	1891
ETFA	2108
DTNA	1837
DYNLT3	6990
DYM	54808
EEF1A2	1917
DNAJC3	5611
ENTPD2	954
Dock11	139818
DNAH11	8701
EED	8726
EMP2	2013
ENO3	2027
Elafin	5266
ETV7	51513
EBAG9	9166
EIF1AY	9086
DNAJA1	3301
DUSP18	150290
DNAJC10	54431
ELAVL1	1994
DUSP5	1847
EGLN2	112398
EIF2S1	1965
EIF3S6	3646
E2F5	1875
DYRK1A	1859
EGR4	1961
Dysbindin	84062
E-selectin	6401
ELP4	26610
EFCAB6	64800
DNAJB9	4189
EPS8	2059
DUSP6	1848
EIF3M	10480
DYNC1H1	1778
DYNC1LI2	1783
EHD4	30844
ESX1	80712
EIF4EBP3	8637
DPH1	1801
Endothelin_2	1907
DOM3Z	1797
Estrogen-related_receptor_beta	2103
Equilibrative_nucleoside_transporter_2	3177
DRAP1	10589
ENC1	8507
DUSP10	11221
Ectodysplasin_A2_receptor	60401
EBNA1BP2	10969
EPH_receptor_A5	2044
EIF2C1	26523
DPP10	57628
Dock5	80005
Eomesodermin	8320
ENPP3	5169
EBI3	10148
ERCC8_%28gene%29	1161
EFEMP1	2202
ERAF	51327
EIF6	3692
ERCC1	2067
E3_binding_protein	8050
EXOC4	60412
DPM3	54344
Epithelial_cell_adhesion_molecule	4072
DNASE1L2	1775
Eukaryotic_translation_initiation_factor_4_gamma	1981
EPH_receptor_B2	2048
DUSP15	128853
EPHA7	2045
Elastin	2006
EMP3	2014
DUSP12	11266
ECGF1	1890
EMR2	30817
EAF1	85403
DPYSL5	56896
EGR2	1959
ERO1L	30001
Dock4	9732
EPS15	2060
DSG4	147409
Epidermal_growth_factor_receptor	1956
Estrogen_receptor_beta	2100
ERRFI1	54206
Dopamine_beta_hydroxylase	1621
EXOC1	55763
DPYSL2	1808
Entactin	4811
Duffy_antigen_system	2532
ELAC2	60528
EEF1D	1936
DNPEP	23549
DNAJC6	9829
EPHA8	2046
DRD1IP	50632
EIF3F	8665
Endothelin_converting_enzyme_1	1889
ENSA_%28gene%29	2029
EPH_receptor_A4	2043
EML1	2009
DPP8	54878
Dock180	1793
Ectonucleotide_pyrophosphatase/phosphodiesterase_1	5167
ERCC2	2068
EIF2S3	1968
DPP9	91039
DUSP4	1846
EIF4G3	8672
ETV1	2115
EHD2	30846
EVI5	7813
ESD_%28gene%29	2098
ELF5	2001
EIF1	10209
ECM2	1842
ELTD1	64123
Dopamine_receptor_D5	1816
EML4	27436
EAPP	55837
E2F4	1874
EIF2C2	27161
DNM3	26052
DR1_%28gene%29	1810
EXOC7	23265
EIF4E	1977
ELK3	2004
Ewing_sarcoma_breakpoint_region_1	2130
DZIP1	22873
Ephrin_A1	1942
Eukaryotic_translation_elongation_factor_1_alpha_1	1915
DNAJC7	7266
Dock9	23348
DPAGT1	1798
EIF4H	7458
DNMT3A	1788
EIF3C	8663
DOT1L	84444
ERO1LB	56605
ERGIC3	51614
DNA2L	1763
EDAR	10913
DNAJB1	3337
EFNB1	1947
DUSP19	142679
ETS1	2113
EEF1E1	9521
DNM1	1759
EHF_%28gene%29	26298
ERC1	23085
DYRK1B	9149
DNAH9	1770
EMR3	84658
EIF4EBP2	1979
ELAC1	55520
DSCR2	8624
EIF2AK4	440275
DOK2	9046
Endothelial_protein_C_receptor	10544
Enkurin	219670
Dopamine_receptor_D4	1815
EPHB3	2049
EIF5AP1	1985
DOC2B	8447
EXOC8	149371
DNAJB4	11080
DNAJB2	3300
DVL1	1855
EMX1	2016
DOC2A	8448
DNTTIP2	30836
Eosinophil_cationic_protein	6037
EPS8L2	64787
E4F1	1877
Eosinophil-derived_neurotoxin	6036
DNASE1L3	1776
ERH_%28gene%29	2079
Enolase_2	2026
EP1_receptor	5731
DSE_%28gene%29	29940
EMP1	2012
EPH_receptor_B1	2047
Dopachrome_tautomerase	1638
EIF4ENIF1	56478
EN2_%28gene%29	2020
ELP3	55140
Eukaryotic_release_factors	2107
DNA_polymerase_lambda	27343
EMG1	10436
EID1	23741
DUSP3	1845
EIF5A	1984
Erythropoietin	2056
EPS15L1	58513
DSC1	1823
Estrogen-related_receptor_gamma	2104
ETFDH	2110
DNA_polymerase_mu	27434
ESM1	11082
DNAJA3	9093
Dysferlin	8291
EIF1AX	1964
DSC2	1824
Dock10	55619
EN1_%28gene%29	2019
EMX2	2018
EIF4EBP1	1978
Enah/Vasp-like	51466
EFNA3	1944
DNAJC14	85406
ECT2	1894
EXOC3	11336
EDEM1	9695
DUSP1	1843
DTX2	113878
DNA_polymerase_beta	5423
DPH5	51611
DYNLT1	6993
Exonuclease_1	9156
EDEM2	55741
DNMT1	1786
Dopamine_receptor_D3	1814
EGOT_%28gene%29	100126791
EIF2B1	1967
ERCC6	2074
ERLIN1	10613
DOK3	79930
EGFL7	51162
ELMO2	63916
Erythropoietin_receptor	2057
DOK1	1796
DNAI1	27019
ECD_%28gene%29	11319
EDEM3	80267
EGLN3	112399
DYX1C1	161582
DNAJC5	80331
DTX1	1840
EXOC2	55770
DPM2	8818
EFTUD2	9343
DNM2	1785
ENTPD1	953
EFCBP2	54550
FOXK1	221937
Exosome_component_9	5393
GAS5	60674
FLI1	2313
GAS2L1	10634
FMNL2	114793
FAHD1	81889
Frataxin	2395
GAS7	8522
FLJ10081	55683
FAM21C	253725
FAM83H	286077
FCRLA	84824
FAM129A	116496
G3BP1	10146
FGD2	221472
FTO_gene	79068
Fig4	9896
GABRD	2563
GABA_transporter_1	6529
F2RL2	2151
FNTB	2342
FTSJ1	24140
Formyl_peptide_receptor_1	2357
Fibroblast_growth_factor_23	8074
Gastricsin	5225
FZD6	8323
FRS3	10817
GABBR2	9568
GATAD2B	57459
Formyl_peptide_receptor_2	2358
GABRG3	2567
Galanin_receptor_2	8811
GCSH	2653
FABP5	2171
FBXW8	26259
FBXL7	23194
FAM107A	11170
Flavin_containing_monooxygenase_3	2328
FHIT	2272
FCN2	2220
Flap_structure-specific_endonuclease_1	2237
FLII	2314
FBXO24	26261
FNTA	2339
FA2H	79152
FBXO6	26270
FBXL3	26224
GCC1	79571
Factor_IX	2158
FMOD_%28gene%29	2331
GATA6	2627
FCHSD1	89848
FLNB	2317
FBLIM1	54751
FGF8	2253
Fibroblast_growth_factor_receptor_2	2263
GAPDHS	26330
FAM18B1	51030
GDF15	9518
FARS2	10667
FCN1	2219
FCAR	2204
FBXW7	55294
FGD3	89846
FOXE1	2304
GCLC	2729
FAM57B	83723
GCN1L1	10985
FCRL1	115350
Exosome_component_5	56915
EXPH5	23086
FGF21	26291
F11_receptor	50848
FOXP4	116113
FADD	8772
Folate_receptor_1	2348
FAM135A	57579
FKBP2	2286
FAM54B	56181
FGF4	2249
GBA3	57733
FANCG	2189
FXYD5	53827
EYA2	2139
FGF7	2252
GAS2	2620
FDX1	2230
FZD8	8325
FUT1	2523
FOXI1	2299
FCGR3B	2215
FOXP1	27086
GANC	2595
FZD10	11211
FZR1	51343
G3BP2	9908
FGF5	2250
FHL5	9457
FABP6	2172
GALNT13	114805
EXT2_%28gene%29	2132
FAM3C	10447
Galanin_receptor_3	8484
Galanin	51083
GATA3	2625
FZD7	8324
FER1L3	26509
GABARAPL2	11345
Gastrin	2520
Gastric_inhibitory_polypeptide_receptor	2696
FHL1	2273
GCLM	2730
FGD1	2245
Factor_H	3075
FOXA1	3169
GABRP	2568
FANCD2	2177
Exosome_component_4	54512
FNBP1L	54874
FAM200A	221786
GAS6	2621
FN3KRP	79672
GBX2	2637
KDM2A	22992
FARP2	9855
FZD1	8321
FBXO2	26232
GAD2	2572
Gamma-glutamyl_carboxylase	2677
GDF10	2662
FUT7	2529
FANCI	55215
GALNAC4S-6ST	51363
GBP1	2633
FCGR2A	2212
FPGS	2356
GABRA6	2559
EYA1	2138
FER_%28gene%29	2241
FRAT1	10023
GCNT1	2650
Factor_VIII	2157
GATA2	2624
FAM19A5	25817
FMO5	2330
FATE1	89885
FCRL4	83417
FAM62B	57488
FPGT	8790
FOXH1	8928
FZD2	2535
FOXD4	2298
FCGR3A	2214
GABRA2	2555
FGL1	2267
FMR1	2332
Forkhead_box_L2	668
Fanconi_anemia%2C_complementation_group_C	2176
FTSJ3	117246
GALNTL2	117248
F8A1	8263
FGG	2266
FGF10	2255
GDF11	10220
GATM_%28gene%29	2628
FILIP1	27145
FOXRED1	55572
Fas_receptor	355
Ferrochelatase	2235
FLJ12529	79869
Flavin_containing_monooxygenase_1	2326
GCM2	9247
Exosome_component_3	51010
F2RL3	9002
FUCA2	2519
Fibroblast_growth_factor_receptor_4	2264
EXTL2	2135
FAM40A	85369
FOXM1	2305
GAPVD1	26130
FBXW4	6468
Far_upstream_element-binding_protein_1	8880
FGR_%28gene%29	2268
Forkhead_box_C1	2296
FUT6	2528
FANCE	2178
FBXL2	25827
FZD5	7855
FUSIP1	10772
FSTL3	10272
FBXO11	80204
G6PC	2538
FGF17	8822
FLNA	2316
FOLR2	2350
FBXO9	26268
G6PC3	92579
FAM29A	54801
FZD3	7976
FOXF1	2294
Fibroblast_growth_factor_receptor_3	2261
FGFR1OP	11116
FANCL	55120
FMNL3	91010
EXT1	2131
FZD4	8322
GAL3ST4	79690
GABRA3	2556
GADD45G	10912
Free_fatty_acid_receptor_1	2864
Factor_VII	2155
FIP1L1	81608
FCHO2	115548
FCRL2	79368
GABRA4	2557
FOXC2	2303
FGF12	2257
Formyl_peptide_receptor_3	2359
FCGR2B	2213
GADD45A	1647
GBF1	8729
EYA4	2070
GBA2	57704
Family_with_sequence_similarity_19_%28chemokine_%28C-C_motif%29-like%29%2C_member_A1	407738
FRMD7	90167
FAS-AS1_%28gene%29	100302740
FLJ20097_/_CCDC132	55610
FAU_%28gene%29	2197
GADD45B	4616
GBE1	2632
FOXD3	27022
Galactose_mutarotase	130589
FAM73B	84895
Gastrin-releasing_peptide_receptor	2925
FXR2	9513
FGFRL1	53834
FCN3	8547
EXTL3	2137
GALNT1	2589
FKBP3	2287
FAM62A	23344
Factor_V	2153
FBLN1	2192
Ezrin	7430
Follistatin	10468
Exosome_component_8	11340
GCA_%28gene%29	25801
FCGR1A	2209
Fucosidase	2517
FLT4	2324
GABRB3	2562
FBXO31	79791
FIS1	51024
FSCN3	29999
FCRL3	115352
GABRR3	200959
FOSB	2354
FMO4	2329
FAT4	79633
FOXA2	3170
GBGT1	26301
FRAT2	23401
FAM32A	26017
FBXW5	54461
FEZ2	9637
GALNT6	11226
FAM20C	56975
FRAS1	80144
GABRR2	2570
FAM48A	55578
Farnesoid_X_receptor	9971
FOXJ2	55810
GABPA	2551
GCC2	9648
Gamma-butyrobetaine_dioxygenase	8424
FBXW11	23291
Fetuin-B	26998
FKBP1A	2280
Factor_XII	2161
FBRS	64319
FBXO32	114907
FKBP10	60681
Fukutin	2218
GABRR1	2569
FOXN1	8456
GABRB2	2561
GABRA5	2558
EXTL1	2134
G6PC2	57818
FAM122B	159090
GATA5	140628
FBXW10	10517
FLNC_%28gene%29	2318
Family_with_sequence_similarity_13%2C_member_A1	10144
FCER1A	2205
Fibroblast_activation_protein%2C_alpha	2191
FGF6	2251
GATA1	2623
FAM135B	51059
FUS	2521
FKBP5	2289
GALNT11	63917
FRS2	10818
FBN1	2200
FCF1	51077
EZH2	2146
GADD45GIP1	90480
FZD9	8326
FKBP52	2288
FOXA3	3171
FKBP9	11328
Fucosyltransferase_3	2525
FBXW2	26190
FAF1	11124
FSCN2	25794
FANCA	2175
FCGBP	8857
FHL2	2274
Galactosylceramidase	2581
FLT3LG	2323
Exosome_component_7	23016
FMR1-AS1_gene	100126270
Galanin_receptor_1	2587
FAM3B	54097
FUNDC2	65991
Fatty_acid_synthase	2194
FXR1	8087
FRG1	2483
FUT8	2530
FAM20B	9917
GARNL1	253959
GBAS_%28gene%29	2631
GAD1	2571
FAM120A	23196
FOSL1	8061
FOXP3	50943
FOXN3	1112
FMNL1	752
Galactosamine-6_sulfatase	2588
Free_fatty_acid_receptor_3	2865
GCM1	8521
F13B	2165
Furin	5045
Fumarylacetoacetate_hydrolase	2184
FLT1	2321
FGF19	9965
FANCB	2187
FLJ10781	55228
FAT_%28gene%29	2195
FARSB	10056
FAM46A	55603
G_protein-coupled_bile_acid_receptor	151306
Ferroportin	30061
Fibroblast_growth_factor_receptor_1	2260
GAK_%28protein%29	2580
FAM134C	162427
FXC1	26515
FOXP2	93986
FANCF	2188
FYB	2533
FUNDC1	139341
FBXO7	25793
FSHB	2488
GAB2	9846
FNDC3A	22862
FKBP1B	2281
Gap-43_protein	2596
GALNT14	79623
FIGLA	344018
FIBP	9158
FLJ21986	79974
FNBP1	23048
Ftx_%28gene%29	84434
FCHSD2	9873
Gamma-aminobutyric_acid_%28GABA%29_A_receptor%2C_alpha_1	2554
Fibrinogen_beta_chain	2244
GABRG1	2565
FABP1	2168
GABRQ	55879
FAM50A	9130
FXYD1	5348
FOXK2	3607
FERMT3	83706
FABP2	2169
Fibronectin	2335
Feline_sarcoma_oncogene	2242
GDF1	2657
FBXL5	26234
FARP1	10160
FBLN2	2199
Factor_XI	2160
FXYD3	5349
GAL3ST2	64090
GATA4	2626
FAM76B	143684
FLJ11506	79719
FAM136A	84908
FMO2	2327
FLOT1	10211
GAL3ST1	9514
GBP2	2634
FLRT2	23768
GABRB1	2560
FGF3	2248
FADS1	3992
FUT5	2527
FOXO4	4303
FOXO1	2308
FADS2	9415
FSCN1	6624
FN3K	64122
FRMD6	122786
FBXO5	26271
FLRT3	23767
FAM20A	54757
FERMT2	10979
FHOD1	29109
FASTK	10922
FGD4	121512
FGL2	10875
Gastrin-releasing_peptide	2922
FNBP4	23360
GABRG2	2566
FUT2	2524
FGF14	2259
Free_fatty_acid_receptor_2	2867
Fas_ligand	356
GDAP1	54332
FAM43A	131583
FREM1	158326
FLOT2	2319
GALNT3	2591
GCN5L2	2648
FDXR	2232
Gap_junction_protein%2C_alpha_1	2697
FCRL5	83416
GABBR1	2550
FEZ1	9638
GALNT2	2590
Galactose%E2%80%941-phosphate_uridylyltransferase	2592
GBAP	2630
FLVCR1	28982
GAS1	2619
FGF18	8817
FKBPL	63943
FOXG1	2290
FXYD2	486
Ferritin_light_chain	2512
FAM127A	8933
FCGRT	2217
FOXO3	2309
GDF2	2658
EZH1	2145
FUT9	10690
FHL3	2275
FSH-receptor	2492
FOXE3	2301
Fibrinogen_alpha_chain	2243
FKBP8	23770
FBLN5	10516
FSTL1	11167
GCS1	7841
FOXJ1	2302
Factor_X	2159
Fyn-related_kinase	2444
FABP7	2173
Gamma-synuclein	6623
FAM60A	58516
GCHFR	2644
FGFBP1	9982
FBXO4	26272
FARSA_%28gene%29	2193
GAL3ST3	89792
FGF1	2246
Exosome_component_6	118460
FBXO28	23219
GCNT2	2651
Fibrillarin	2091
GABRE	2564
FOSL2	2355
FGF9	2254
FAM49A	81553
FREM2	341640
GABARAP	11337
FYN	2534
FTH1	2495
FGF13	2258
GANAB	23193
GABPB2	2553
GAB1	2549
GJB3	2707
GNG5	2787
GTF2H1	2965
Guanylate_cyclase_2C	2984
HCN4	10021
GPR107	57720
Portal%3AGene_Wiki/Discussion/Archive4	4200
HDAC10	83933
H1FOO	132243
GLIPR1	11010
GSPT1	2935
GIPC2	54810
Ghrelin	51738
GPR125	166647
Glucocorticoid_receptor	2908
GLI3	2737
GPHA2	170589
GNAS_complex_locus	2778
GLOD4	51031
GRK4	2868
GPR26	2849
GOSR2	9570
GJB4	127534
GPR82	27197
GYPA	2993
HBAP1	3041
GJC1	10052
Granulocyte_macrophage_colony-stimulating_factor_receptor	1438
GRIN2A	2903
GLRX3	10539
GNB1L	54584
GTPBP3	84705
GNA13	10672
GRIK1	2897
GPR81	27198
GPR101	83550
GTF2IRD1	9569
HCLS1	3059
HDAC4	9759
GPR155	151556
GPR33	2856
GUCY1A2	2977
GPR34	2857
GPR128	84873
GRIN2C	2905
GRIN1	2902
GPNMB	10457
GDNF_family_receptor_alpha_1	2674
GLUD2	2747
HAS3	3038
GPR112	139378
GPSM2	29899
Gelsolin	2934
GNG3	2785
H2BFS	54145
GEFT	115557
GSTZ1	2954
GEM_%28gene%29	2669
GLE1L	2733
GP5	2814
GPX4	2879
GIMAP5	55340
GPR32	2854
HBG1	3047
GTF2E1	2960
GPR1	2825
HAPLN1	1404
HAUS3	79441
Growth_differentiation_factor-9	2661
GRB14	2888
GNAI2	2771
Glutamate_aspartate_transporter	6507
GPX3	2878
GPRC5A	9052
HBZ	3050
Glycyl%E2%80%94tRNA_synthetase	2617
GLTP	51228
GNL3	26354
GZMH	2999
Growth_hormone_1	2688
GNAT1	2779
GOLM1	51280
GRIN2B	2904
GNMT	27232
Glutathione_S-transferase_A1	2938
GPA33	10223
GRIK5	2901
GOSR1	9527
GPR120	338557
GPR55	9290
GTPBP6	8225
GPVI	51206
GPR152	390212
GNG2	54331
GZMA	3001
GDI1	2664
GPR37L1	9283
H2AFB1	474382
GJD2	57369
GRLF1	2909
GPR18	2841
GJD3	125111
GLCCI1	113263
GPR4	2828
HARS	3035
GTF2A1L	11036
Glycine_receptor%2C_alpha_1	2741
HBA2	3040
GPX5	2880
GGTL3	2686
Glypican_2	221914
GLCE	26035
GNRHR	2798
HBXIP	10542
GNB5	10681
GLUT1	6513
GPR78	27201
GPR98	84059
GNAS-AS1	149775
GPR142	350383
GNG11	2791
GRIN3A	116443
GSTO1	9446
GLRB	2743
HADHB	3032
GPR182	11318
GLRX	2745
GP2_%28gene%29	2813
GPX2_%28gene%29	2877
Glucose-6-phosphate_dehydrogenase	2539
GNA12	2768
GNB2	2783
HAMP	57817
H3F3A	3020
GPR97	222487
GNAQ	2776
GRHPR	9380
GINS2	51659
HAGH	3029
GPR42	2866
Glycoprotein_130	3572
GMEB1	10691
GTF2H4	2968
GLTSCR2	29997
Growth-hormone-releasing_hormone_receptor	2692
HDGFRP3	50810
GRB7	2886
GPR176	11245
GPR83	10888
GFM1	85476
GLB1	2720
H2AFX	3014
HAND2	9464
GSC_%28gene%29	145258
GYPE	2996
GPR151	134391
GPR45	11250
GEMIN8	54960
HDAC11	79885
Glycogen_debranching_enzyme	178
HAND1	9421
GPR62	118442
Glyceraldehyde_3-phosphate_dehydrogenase	2597
GNB3	2784
HAS1	3036
GTF2H2	2966
GGA1	26088
GLRA4	441509
GPR84	53831
GLG1	2734
Glycine_transporter_1	6536
GNRHR2	114814
GPR39	2863
GJA10	84694
GroEL	3329
GRID1	2894
GUCA1A	2978
H1FX	8971
GLMN	11146
GRB2	2885
GPR35	2859
GNB1	2782
GPAM	57678
Glucokinase	2645
Glutamate_carboxypeptidase_II	2346
GOLGA4	2803
GDF6	392255
GRIA4	2893
GLUDP5	2751
GPR31	2853
GYLTL1B_%28gene%29	120071
GJB1	2705
GFPT1	2673
GSK3B	2932
GGA3	23163
HBD	3045
GOLGA2	2801
GNG12	55970
GUSB	2990
GPRC6A	222545
GNB4	59345
H2AFB2	18298
GPR85	54329
GNPDA2	132789
HCST_%28gene%29	10870
HCN1	348980
H2AFJ	55766
GZMK	3003
GIPC3	126326
GNRH2	2797
Glucagon-like_peptide_2_receptor	9340
GPR177	79971
GRXCR1	389207
GNG7	2788
GGH_%28gene%29	8836
HCN3	57657
GPRASP2	114928
GSTK1	373156
GPR30	2852
GLRX2	51022
GGTLA1	2687
GPR124	25960
GJB6	10804
GPR135	64582
Glycine_dehydrogenase_%28decarboxylating%29	2731
HCN2	610
GNLY	10578
GOT2	2806
GTF2F2	2963
GGPS1	9453
GMDS_%28gene%29	2762
GPR171	29909
H2AFV	94239
GPS2_%28gene%29	2874
GTF3A	2971
HDAC3	8841
GPR56	9289
GIT1	28964
GPM6B	2824
GPR87	53836
GTF2E2	2961
GSTA3	2940
GNE_%28gene%29	10020
Glutathione_S-transferase_Mu_1	2944
GNB2L1	10399
GTF3C1	2975
GRINL1A	81488
GINS1	9837
GPR75	10936
GNG4	2786
H2AFZ	3015
GNAT2	2780
HABP4	22927
GNAO1	2775
GJB2	2706
GORASP2	26003
GPX1	2876
GFER	2671
GMPPB	29925
GPR20	2843
GUCA1B	2979
GUCY1B3	2983
GPR148	344561
GPR156	165829
GPRC5C	55890
GPR141	353345
GPR17	2840
GTF3C4	9329
GJD4	219770
H2AFY	9555
GOLGA3	2802
GFRA2_%28gene%29	2675
GFI1	2672
GSPT2	23708
GPR21	2844
HAS2	3037
GPR114	221188
HBE1	3046
GPR173	54328
GTSE1	51512
GPATCH8	23131
GPR150	285601
GRIPAP1	56850
Glucagon	2641
H19_%28gene%29	283120
GPR64	10149
GSTA2	2939
GUK1	2987
GNA11	2767
Glypican_3	2719
Glucocerebrosidase	2629
GDF3	9573
GLRA2	2742
GJA5	2702
GRWD1	83743
GSTM3	2947
GPR77	27202
GPR50	9248
Glucose-6-phosphate_isomerase	2821
HBB	3043
GDF7	151449
GPR158	57512
HDAC9	9734
GP1BA	2811
GPHB5	122876
GSTT2	2953
H2AFY2	55506
Geminin	51053
GOLGA1	2800
GON4L	54856
GTF2A1	2957
HBQ1	3049
GRK6	2870
GLRA3	8001
Guanidinoacetate_N-methyltransferase	2593
GTPBP1	9567
GOLT1B	51026
GPM6A	2823
GJB5	2709
GNGT1	2792
GTF2I	2969
GPBP1	65056
GRIA1	2890
GPX6	257202
Glutamate_dehydrogenase_1	2746
GPRIN2	9721
Gonadotropin-releasing_hormone	2796
GHITM	27069
Glypican_5	2262
GPR115	221393
Growth_hormone_2	2689
GORASP1	64689
GSTO2	119391
GPHN	10243
GGA2	23062
Glypican_4	2239
Glucagon_receptor	2642
HAPLN2	60484
GPR113	165082
GPR126	57211
GNAL	2774
GPRASP1_%28gene%29	9737
GNAI1	2770
Gem-associated_protein_7	79760
Glypican_1	2817
HDAC1	3065
GJA4	2701
GPR119	139760
GRIN2D	2906
GJA8	2703
GHRLOS	100126793
GTF2F1	2962
GPR37	2861
GMP_synthase	8833
GPS1	2873
Glutathione_reductase	2936
GTF3C5	9328
GRIK3	2899
GRAP	10750
GEMIN4	50628
GPR132	29933
GTPBP4	23560
GRIN3B	116444
Gigaxonin	8139
GIT2	9815
GPLD1	2822
GRK5	2869
GLUT4	6517
Granulocyte_macrophage_colony-stimulating_factor	1437
GPAA1	8733
GRAP2	9402
Glycine_transporter_2	9152
GNAZ	2781
GZMB	3002
HAVCR2	84868
GPR68	8111
GZMM	3004
GPR44	11251
GPR63	81491
Growth_hormone_receptor	2690
GOPC	57120
GPR139	124274
Gem-associated_protein_6	79833
Granulocyte_colony-stimulating_factor	1440
GPR157	80045
Glypican_6	10082
GPR149	344758
GRIP1_%28gene%29	23426
GNGT2	2793
GFI1B	8328
GMEB2	26205
Haptocorrin	6947
GPR116	221395
GOLSYN	55638
GPR133	283383
GNG13	51764
HAT1	8520
GOLGB1	2804
Haptoglobin	3240
GPR52	9293
HABP2	3026
GPR19	2842
GRID2	2895
HDAC8	55869
GLI1	2735
GRIK2	2898
GEMIN5	25929
GPRC5B	51704
GPR144	347088
GPR12	2835
Granulocyte_colony-stimulating_factor_receptor	1441
GRIP2	80852
GPR22	2845
GPRC5D	55507
GRIA2	2891
GYPB	2994
GSTT1	2952
HDAC6	10013
GroES	3336
GLO1	2739
Growth_hormone_secretagogue_receptor	2693
Glycoprotein_IX	2815
GRB10	2887
HBP1	26959
GTF2H5	404672
HARS2	23438
GP1BB	2812
GPR111	222611
GPR88	54112
GGT1	2678
GNAI3	2773
GPR162	27239
GSTP1	2950
GJA3	2700
GSTM2	2946
GPR183	1880
GOT1	2805
GSTM4	2948
GDF5	8200
GPR110	266977
GLI2	2736
GFRA3	2676
H6PD	9563
HAVCR1	26762
GSTA4	2941
Germ_cell_nuclear_factor	2649
GRIA3	2892
GPR143	4935
GUCY1A3	2982
GLRX5	51218
GPR161	23432
GPR3	2827
HDAC7	51564
GKN1	56287
GPSM1	26086
GIPC1	10755
GPR61	83873
GIMAP4	55303
HCG4P11	353020
GTP_cyclohydrolase_I	2643
HCCS_%28gene%29	3052
HBG2	3048
Granulin	2896
GPR65	8477
GJC2	57165
GPR15	2838
GJB7	375519
GPR174	84636
GJC3	349149
GPR6	2830
GPR123	84435
GNPDA1	10007
GOLGA5	9950
GPR146	115330
GLYAT	10249
GNL2	29889
HAX1	10456
Glial_cell_line-derived_neurotrophic_factor	2668
GPR25	2848
Glucagon-like_peptide_1_receptor	2740
GPR179	440435
GPR27	2850
GSK3A	2931
Glial_fibrillary_acidic_protein	2670
GPR89B	51463
GPX7	2882
GM2A	2760
GNAT3	346562
GPX8	493869
GTF3C2	2976
GSG2	83903
GDI2	2665
HCK	3055
GPR153	387509
GPR160	26996
HIST1H1B	3009
HIST1H3H	8357
ICAM5	7087
HSPB6	126393
IFI27	3429
HELLS	3070
IFNA21	3452
IHPK2	51447
HNRNPL	3191
HLA-B	3106
IMPDH1	3614
IFNA2	3440
IMP3	55272
HMGN1	3150
HGS_%28gene%29	9146
HLA-B_associated_transcript_3	7917
Histamine_H4_receptor	59340
HLA-DQA2	3118
HDLBP	3069
HIST1H2BJ	8970
HIST1H3F	8968
Histone_deacetylase_2	3066
HIST1H2BG	8339
HMGB4	127540
HOXC5	3222
IFNA4	3441
IKBKE	9641
HERG	3757
HSPH1	10808
ID3_%28gene%29	3399
HIST1H1E	3008
Hepatoma-derived_growth_factor	3068
HMGB1	3146
ICMT	23463
HLA-E	3133
HLA-G	3135
HNRPU	3192
HRB_%28gene%29	3267
HOXA7	3204
Heparin-binding_EGF-like_growth_factor	1839
IGHG1	3500
IGSF8	93185
IL12A	3592
INHBB	3625
IMMT	10989
IDH1	3417
IGLC2	3538
HOXD3	3232
HLTF	6596
Homeobox_A10	3206
IFNK	56832
HSPA9	3313
HLA-A	3105
HIST4H4	121504
IL18RAP	8807
HSPA14	51182
IL1RAPL2	26280
IMP4	92856
HIVEP3	59269
HSD17B6	8630
HuD_%28protein%29	1996
HIVEP1	3096
HIST3H2A	92815
HIST1H1D	3007
HOOK3	84376
IL1F6	27179
HMGN3	9324
IFIT3	3437
HS2ST1	9653
HIST1H3C	8352
ICOSLG	23308
HNRPUL1	11100
Hydroxyacyl-Coenzyme_A_dehydrogenase	3033
HIST1H3G	8355
HIST1H4B	8366
HEY1	23462
IL17RA	23765
HSD17B2	3294
IFRD1	3475
HOXC6	3223
IHH_%28protein%29	3549
HRASLS3	11145
HOOK2	29911
HTR3A	3359
HOXA11	3207
HS3ST3B1	9953
HP59	26503
HIST1H4L	8368
IL31RA	133396
HPS4	89781
HSD17B3_%28gene%29	3293
IL17RC	84818
HOXD13	3239
HMG20B	10362
Hyaluronan-mediated_motility_receptor	3161
HIPK3	10114
HIC2	23119
Hepatic_lipase	3990
HRBL	3268
Heat_shock_protein_90kDa_alpha_%28cytosolic%29%2C_member_A1	3320
HOXA2	3199
HSD17B11	51170
Homeobox_protein_NANOG	79923
IFT81	28981
HPS6	79803
HNRPAB	3182
HIST2H4A	8370
HN1L	90861
IDH2	3418
IGSF2	9398
Hypocretin_%28orexin%29_receptor_1	3061
HPSE2	60495
IFIH1	64135
IFIT2	3433
IGHA2	3494
HOTAIR	100124700
Hepatocyte_nuclear_factor_4_alpha	3172
IL2RA	3559
IGFBP2	3485
IHPK1	9807
HSF2	3298
HPR_%28gene%29	3250
HM13	81502
HNF1B	6928
HIST1H2AJ	8331
HMG20A	10363
HIPK1	204851
IARS	3376
IL1RL1	9173
HOXB8	3218
HOXA6	3203
HOXD12	3238
HSF1	3297
IFI6	2537
HOXC10	3226
