TF326309	ARHGAP19
TF105223	KIF3B
TF105223	KIF17
TF105223	KIF3A
TF105223	KIF3C
TF332386	Small_heterodimer_partner
TF332386	DAX1
TF325943	FAM107A
TF342865	ATP5J2
TF105605	RAB7A
TF332659	LRRTM1
TF332659	CPN2
TF351786	NODAL
TF314548	Phosphoglycerate_dehydrogenase
TF330809	PKIA
TF330809	PKIB
TF330809	PKIG
TF335662	EXPH5
TF300059	CLTC
TF106504	NUP50
TF314868	PWP1
TF331651	CACNG1
TF105238	KIFC3
TF332313	GPHA2
TF315821	Collagen%2C_type_XVIII%2C_alpha_1
TF315821	Collagen%2C_type_XV%2C_alpha_1
TF350784	GFI1B
TF350784	GFI1
TF105120	MAP3K14
TF325195	RFFL
TF325195	RNF34
TF101530	EIF4EBP1
TF101530	EIF4EBP2
TF101530	EIF4EBP3
TF315160	C1QBP
TF105131	SOD1
TF320650	RPLP2
TF300616	RRAGA
TF300616	RRAGB
TF313173	Aquaporin_3
TF313173	AQP7
TF313173	AQP9
TF324707	CSDE1
TF300439	AMP_deaminase
TF300439	AMPD3
TF300439	AMPD2
TF338555	GYPA
TF328494	C16orf48
TF330932	HAMP
TF320185	RBM25
TF315310	BCAP29
TF315310	BCAP31
TF102022	DFFB
TF328549	MUTYH
TF105354	CYBB
TF105354	NOX4
TF105354	NOX3
TF105354	NOX1
TF335659	UPK1A
TF335659	UPK1B
TF106223	PSMB8
TF106223	PSMB5
TF312981	Glutamate_carboxypeptidase_II
TF312981	TFRC
TF312981	TFR2
TF323257	NFYA
TF105466	ARL6
TF106481	TOX4
TF106481	TOX
TF300798	TFB1M
TF316321	LETM1
TF101101	PIN1
TF314370	SF3A2
TF331385	TNFRSF19
TF331385	Ectodysplasin_A2_receptor
TF331385	EDAR
TF105902	UCKL1
TF328986	FCHO2
TF328986	GAS7
TF328986	SGIP1
TF328635	WAC_%28gene%29
TF332064	CYYR1
TF105271	GFER
TF314441	EI24
TF313823	MRPS5
TF314168	UBE1DC1
TF327704	NPM3
TF327704	NPM1
TF105199	ABCC6
TF105199	ABCC3
TF105199	Multidrug_resistance-associated_protein_2
TF105199	ABCC1
TF324374	HPS1
TF350595	AHNAK
TF350595	PRX_%28gene%29
TF313289	RBBP5
TF316807	MOSC2
TF101001	Cyclin_B1
TF101001	Cyclin_B2
TF337483	COL6A3
TF318398	SNX17
TF318398	SNX27
TF300701	N-myristoyltransferase_1
TF300701	NMT2
TF314556	GABARAP
TF314556	GABARAPL2
TF315060	Barrier_to_autointegration_factor_1
TF101054	CDC16
TF336080	PSCA_%28gene%29
TF336080	SLURP1
TF336080	LY6E
TF326909	GRIP1_%28gene%29
TF334325	LRP1B
TF334325	LRP1
TF326001	GOLGA1
TF103012	DNA_polymerase_mu
TF103012	Terminal_deoxynucleotidyl_transferase
TF323455	RNF10
TF315045	TMCO1
TF331737	SYCP1
TF300264	DYNLL1
TF300264	DYNLL2
TF324588	MED30
TF333564	PODXL
TF331949	ADAMTS9
TF331949	ADAMTS4
TF331949	ADAMTS5
TF331949	ADAMTS8
TF331949	ADAMTS1
TF331484	MX1
TF331484	MX2
TF105674	Pyruvate_dehydrogenase_%28lipoamide%29_beta
TF314543	AAMP_%28gene%29
TF332239	GNE_%28gene%29
TF313321	TNNT2
TF313321	TNNT3
TF313321	TNNT1
TF317212	Sodium%E2%80%93hydrogen_antiporter_3
TF317212	Sodium%E2%80%93hydrogen_antiporter_1
TF317212	SLC9A5
TF317212	SLC9A2
TF329168	C11orf49
TF300829	TPI1
TF106405	RSF1
TF337993	TNFRSF13B
TF300714	ARFGEF1
TF300714	ARFGEF2
TF323238	UBIAD1
TF314636	C17orf81
TF330730	HOPX
TF314817	RAB3GAP2
TF314151	GLRX3
TF316860	HIP1R
TF314957	DDX19B
TF313099	HSD17B10
TF313099	HSD17B8
TF106450	RCOR1
TF334964	SLAMF6
TF334964	SLAMF7
TF334964	SLAMF8
TF334964	CD244
TF334964	LY9
TF334964	CD84
TF334964	SLAMF1
TF334964	CD48
TF105835	COG4
TF328339	TMTC2
TF328339	TMTC4
TF315256	PECR
TF315256	DECR2
TF105934	GBF1
TF317785	MAP3K7IP1
TF314278	PUS7L
TF105991	Exosome_component_10
TF106474	SMARCAL1
TF106206	Proteasome_%28prosome%2C_macropain%29_subunit%2C_alpha_1
TF106206	Proteasome_%28prosome%2C_macropain%29_subunit%2C_alpha_1
TF338406	DCDC2_%28gene%29
TF329347	SH3PXD2A
TF329347	Neutrophil_cytosolic_factor_1
TF329347	NOXO1
TF105964	DNTTIP2
TF334173	CD44
TF334173	LYVE1
TF334173	TSG-6
TF105041	BRCA2
TF324548	SUFU
TF300330	ATP2B2
TF300330	ATP2B3
TF300330	ATP2B4
TF300330	ATP2B1
TF337234	Interleukin_23
TF106455	TRIM28
TF106455	TRIM33
TF106455	TRIM24
TF329901	HABP2
TF329901	Factor_XII
TF329901	Tissue_plasminogen_activator
TF329901	PLAU
TF329901	HGFAC
TF312890	SAR1B
TF325901	Perilipin
TF313419	SPOP
TF314162	ST7
TF351148	TRIP11
TF314025	PARVG
TF314025	PARVB
TF314025	PARVA
TF331206	GPR123
TF331206	GPR125
TF331206	GPR124
TF101236	ERCC6
TF331824	ZBTB7A
TF331824	ZBTB7B
TF338225	FLT3LG
TF300464	SEC24C
TF300464	SEC24D
TF315000	COG8
TF106157	USO1
TF351544	PALB2
TF327329	Factor_IX
TF327329	Factor_VII
TF327329	Protein_C
TF327329	Thrombin
TF327329	Factor_X
TF323996	C7orf67
TF317086	Nicastrin
TF333780	HLA-DQB2
TF101516	EIF3G
TF314944	TLOC1
TF317210	JPH2
TF317210	JPH1
TF317210	JPH3
TF300635	SF3B2
TF335850	Galanin
TF105612	PSMD13
TF101513	EIF2S3
TF333921	ZNF638
TF333921	MATR3
TF317015	EMX1
TF317015	EMX2
TF316697	DACH1
TF329359	CBR3
TF329359	CBR1
TF315227	SF3A3
TF332926	CCDC80
TF314808	DAZ_associated_protein_1
TF314808	HNRPD
TF314808	HNRPAB
TF314808	HNRPDL
TF312932	RPLP1
TF106423	Nuclear_receptor_co-repressor_1
TF106423	Nuclear_receptor_co-repressor_2
TF325073	MAPK8IP2
TF325073	MAPK8IP1
TF333654	MID2
TF333654	MID1
TF327072	GDAP1
TF324537	MED16
TF323574	Transcription_initiation_protein_SPT3_homolog
TF313265	C6orf49
TF313265	Testin
TF315194	Integrin-linked_kinase
TF300123	RPL12
TF300452	SPTLC2
TF324814	GNMT
TF351959	TAF1C
TF337375	Endoglin
TF337375	TGFBR3
TF300742	Pyruvate_dehydrogenase_%28lipoamide%29_alpha_1
TF300742	Pyruvate_dehydrogenase_%28lipoamide%29_alpha_2
TF313915	Exosome_component_4
TF300025	ATP6V0C
TF329454	SELS_%28gene%29
TF320555	MGAT1
TF320555	POMGNT1
TF335738	GZMM
TF315127	ASB3
TF315127	ASB2
TF314423	Hormone-sensitive_lipase
TF105537	PPP1R3A
TF105537	PPP1R3C
TF320364	ARID3A
TF320364	ARID1B
TF320364	ARID3B
TF320364	ARID1A
TF329178	CEP57
TF300001	SURF4
TF336172	Interleukin_29
TF336172	Interleukin_28B
TF314053	GORASP2
TF314053	GORASP1
TF316219	MARCH5
TF333506	GPR30
TF333506	GPR146
TF106218	PSMB1
TF329804	NUFIP1
TF332017	CEP152
TF316171	VAV1
TF316171	VAV3
TF316171	VAV2
TF336993	SNAPC2
TF319253	RBM26
TF106434	UHRF1
TF106434	UHRF2
TF313214	NIPA1
TF313214	NIPA2
TF333187	Cripto
TF333187	Teratocarcinoma-derived_growth_factor_1
TF313989	HORMAD1
TF313989	HORMAD2
TF105241	Replication_protein_A1
TF321963	CNOT3
TF331566	SSFA2
TF300414	Dihydrolipoamide_dehydrogenase
TF300390	PKM2
TF300390	PKLR
TF325033	DFNB31
TF325033	USH1C
TF101202	XRCC2
TF321860	TMBIM4
TF314042	LAS1L
TF331600	DBC1
TF101156	SMC1A
TF101156	SMC1B
TF314429	EHD1
TF314429	EHD4
TF314429	EHD2
TF106493	YY1
TF106493	ZFP42
TF106493	MTF1
TF324638	DTYMK
TF352000	OLFML3
TF326096	CLIP2
TF326096	CLIP1
TF332391	NUDCD2
TF313149	MAST2
TF313149	MASTL
TF313149	MAST1
TF105688	NOP5/NOP58
TF315946	CLSTN1
TF343566	APBA2
TF320463	SDC2
TF320463	Syndecan_1
TF320463	SDC3
TF320463	SDC4
TF101506	EIF2B2
TF335727	HLA-DMB
TF323609	TAF13
TF342352	C6orf10
TF315048	APEX1
TF336000	Ki-67_%28protein%29
TF323663	RGN_%28gene%29
TF106440	HMG20A
TF106440	HMG20B
TF106397	BAZ1B
TF101065	CDC20
TF332395	CKAP4
TF300898	YARS
TF103039	RNA_polymerase_II_subunit_B4
TF314674	ZC3HC1
TF326804	CADM3
TF336893	SH2D4A
TF336893	SH2D2A
TF329077	HELLS
TF331057	USP1
TF314688	GAD1
TF314688	GAD2
TF331838	TMEM22
TF326303	PDZD2
TF326303	Interleukin_16
TF332318	PEX26
TF314922	PRPF4
TF338204	Oncostatin_M
TF315149	MAF1
TF315960	C5orf21
TF331476	RTKN
TF325310	EME1
TF332752	IFI35
TF332752	N-myc-interactor
TF331395	Glycoprotein_IX
TF331395	GP1BB
TF328926	DNMT1
TF330920	Osteocalcin
TF330920	Matrix_gla_protein
TF334888	CCL20
TF334888	CCL3L1
TF334888	CCL4
TF334888	CCL4L1
TF334888	CCL5
TF334888	CCL3L1
TF334888	CCL17
TF334888	CCL4L1
TF334888	CCL3
TF334888	CCL19
TF314941	Torsin_A
TF314941	TOR2A
TF105700	POLRMT
TF330859	BHLHB3
TF330859	BHLHB2
TF313658	WDFY3
TF326199	SASS6
TF329070	C19orf62
TF330715	CHODL
TF320415	Exosome_component_8
TF337047	GPRIN2
TF312918	RASGRP2
TF312918	RASGRP3
TF312918	RASGRP1
TF338374	PSRC1
TF105018	POLQ
TF313850	GTF2F1
TF333217	SPC24
TF326610	SLC2A4RG
TF324711	RPP14
TF338369	CSN3_%28gene%29
TF351952	RGS3
TF324229	ECD_%28gene%29
TF314948	CSTF2
TF314948	CSTF2T
TF313802	NOL9
TF105848	VPS24
TF320816	CEP97
TF313096	SPAG9
TF313096	MAPK8IP3
TF105721	PSMD12
TF312976	SIAH2
TF312976	SIAH1
TF329153	RABEPK
TF336879	Apolipoprotein_C4
TF300437	BOP1
TF313579	RCAN3
TF313579	RCAN2
TF313579	DSCR1
TF317588	DR1_%28gene%29
TF323437	GGH_%28gene%29
TF328769	MAK_%28gene%29
TF328769	ICK_%28gene%29
TF328769	RAGE_%28gene%29
TF351629	ZAP70
TF351629	Syk
TF316513	TAF3
TF333488	HIC2
TF333488	HIC1
TF326629	CNO_%28gene%29
TF324857	RABAC1
TF320270	MRPL19
TF300650	ACAT1
TF300650	ACAT2
TF314013	RIPK3
TF105728	AASS
TF318944	NXT1
TF105099	MAPK7
TF313056	ALG11
TF316840	BPTF
TF324127	TRPT1
TF351088	NLRP5
TF351088	NLRP9
TF330986	CEP70
TF320754	TEKT1
TF329226	AHI1
TF329226	WDR44
TF333001	CCDC57
TF340217	TCL1B
TF313129	RFT1
TF331636	PAPPA2
TF331636	Pregnancy-associated_plasma_protein_A
TF312964	MAP1LC3B
TF312964	MAP1LC3A
TF333174	Cystatin_B
TF333174	Cystatin_A
TF336203	LAT2
TF314340	PBX1
TF314340	PBX3
TF314340	PBX2
TF314440	TPPP
TF337294	Interleukin_11
TF105173	DNAJC14
TF313729	TMED10
TF329265	TMUB2
TF314031	ATP5H
TF105324	GSTZ1
TF105432	FHIT
TF106115	Cereblon
TF318482	Serum_response_factor
TF105915	KIAA1109
TF318374	HABP4
TF318374	SERBP1
TF331599	Melanophilin
TF323878	PIGF
TF316268	FHOD1
TF332741	FLJ21986
TF105652	UTP20
TF101170	FBXO5
TF321599	Autophagy-related_protein_13
TF314997	Exonuclease_1
TF340763	CSN1S1
TF350701	MAP2K7
TF350701	MAP2K4
TF350701	MAP2K3
TF350701	MAP2K6
TF300766	TINP1
TF101031	CDKL2
TF333418	MFAP5
TF333418	MFAP2
TF106303	CBFA2T2
TF106303	RUNX1T1
TF106303	CBFA2T3
TF300705	TUBGCP3
TF323891	CACYBP
TF333055	CRADD
TF105815	C12orf11
TF314522	ALG6
TF105640	ATP5B
TF313145	TBC1D9
TF319243	RASSF2
TF319243	RASSF1
TF319243	RASSF5
TF105182	PRDX5
TF331859	Pinin
TF102014	BAG5
TF331500	C7orf43
TF337798	SPZ1
TF336626	HLA-DQB1
TF336626	HLA-DRB5
TF336626	HLA-DPB1
TF336626	HLA-DRB1
TF336626	HLA-DOB
TF300849	RPLP0
TF331532	AFTPH
TF105871	C9orf78
TF330797	PTTG1
TF331145	Sacsin
TF315037	SAE1
TF106104	DCC1
TF332790	DBF4
TF315976	PROP1
TF315976	PRRX1
TF315976	ESX1
TF101137	CENPI
TF350829	ZNF202
TF332155	LMO7
TF332155	LIMCH1
TF105639	CKAP5
TF101146	COP9_signalosome_complex_subunit_3
TF314419	Small_nuclear_ribonucleoprotein_polypeptide_E
TF314213	KIAA0368
TF337029	DMP1_%28gene%29
TF332342	LOC4951
TF331711	BIN3
TF321873	ATRN
TF325100	TFB2M
TF323966	USP9X
TF323966	USP9Y
TF323966	USP24
TF323966	USP34
TF332825	NPAT_%28gene%29
TF329644	IL17RB
TF329644	IL17RA
TF106439	BRD7
TF313488	ATP6V1H
TF300010	PA2G4
TF334142	NRXN1
TF334142	NRXN2
TF106402	BBX_%28gene%29
TF323482	C21orf59
TF323397	TADA3L
TF300853	PWP2
TF312990	KMO_%28gene%29
TF314469	MMS19
TF317997	Beta-catenin
TF317997	Plakoglobin
TF300848	PIGK
TF316297	TTF2
TF351631	NCK2
TF351631	NCK1
TF313863	Histidine_decarboxylase
TF328817	PRMT6
TF331149	GPR98
TF314315	LIN9
TF350529	IRF9
TF350529	RNF31
TF335114	SCEL_%28gene%29
TF350445	GTF2A1
TF350445	GTF2A1L
TF324034	GPR155
TF332646	Melanocortin_5_receptor
TF332646	Melanocortin_1_receptor
TF332646	Melanocortin_4_receptor
TF332646	ACTH_receptor
TF332646	Melanocortin_3_receptor
TF300061	ACACB
TF300061	ACACA
TF321769	GPR56
TF321769	GPR114
TF321769	GPR64
TF321769	GPR112
TF321769	GPR97
TF321769	GPR126
TF324579	UBAC1
TF101063	PIGU
TF329011	PRSS23
TF333034	CEP164
TF352005	DCHS1
TF330037	SEZ6
TF330037	SEZ6L
TF323674	TRIP12
TF300549	Fatty_acid_synthase
TF313236	BBS2
TF332363	RBM33
TF324445	SNAPC1
TF325704	PEX11B
TF325704	PEX11A
TF323211	SLC25A27
TF323211	SLC25A14
TF323211	UCP2
TF323211	UCP3
TF323211	Thermogenin
TF326216	AFF1
TF326216	AFF3
TF326216	AFF2
TF333981	TTC3
TF319504	VAX1
TF316686	UCK2
TF314920	PRKAR1A
TF314920	PRKAR2A
TF314920	PRKAR1B
TF314920	PRKAR2B
TF300229	NDUFA2
TF314974	LOC81691
TF343193	Palladin
TF343193	MYPN
TF343193	Myotilin
TF313203	C16orf84
TF106430	CTCF
TF106430	CTCFL
TF101523	EIF3EIP
TF318394	ITPKA
TF318394	ITPKB
TF105083	FOXN3
TF106480	KDM2A
TF106480	PHF8
TF314858	60S_ribosomal_protein_L31
TF332397	TXNL4B
TF351787	GDF15
TF332111	NDUFS5
TF331612	TJAP1
TF331612	BEGAIN
TF332476	MMACHC
TF312968	BYSL
TF105687	ETFDH
TF318577	MLST8
TF332850	C9orf82
TF323976	PRC1
TF331717	CCDC5
TF331078	AIM1
TF319230	PLA2G6
TF319230	PNPLA8
TF313159	CIRH1A
TF338526	SCGB1D2
TF317676	ARMC9
TF105444	ANAPC5
TF329224	TSC22D3
TF329224	MYCBP
TF342475	PAEP
TF313899	SMPD2
TF326512	MYO3A
TF105803	VPS39
TF323556	OCA2
TF342917	PANK4
TF316520	TAF4B
TF316520	TAF4
TF323175	CNOT6
TF314367	PUS1
TF300234	RPS26
TF313195	ABHD2
TF329915	Tenascin_C
TF329915	Tenascin-R
TF329915	Tenascin_X
TF329915	Fibronectin
TF336864	NLRC4
TF336864	NAIP_%28gene%29
TF105161	DNAJC1
TF324027	SUMF2
TF324027	SUMF1
TF330709	LNX1
TF330709	MPDZ
TF330709	INADL
TF315438	CLIC3
TF315438	CLIC2
TF315438	CLIC1
TF315438	CLIC6
TF315438	CLIC4
TF315438	CLIC5
TF331244	CLDND1
TF314812	THOC5
TF329258	M-RIP
TF336221	C12orf43
TF106381	P4HB
TF328925	CLSPN
TF300880	VPS29
TF350273	LIMA1
TF300076	CHMP1A
TF300076	CHMP1B
TF323690	TSN_%28gene%29
TF350344	FAM57B
TF326644	POPDC2
TF326644	Blood_vessel_epicardial_substance
TF326644	POPDC3
TF314338	PELI1
TF314338	PELI2
TF300267	GOLT1B
TF331012	RNF125
TF105920	OGFOD1
TF337532	PRND
TF342609	ARHGEF5
TF334762	BCL2L10
TF323767	HDLBP
TF105946	HDHD1A
TF324649	NUPR1
TF106422	BRD8
TF351747	Histamine_H4_receptor
TF351747	Histamine_H3_receptor
TF106352	NUDT12
TF328963	Insulin-like_growth_factor_2_receptor
TF314563	YIPF6
TF314675	CBFB
TF313765	TINAG
TF313765	TINAGL1
TF106281	USP40
TF324180	TOLLIP
TF300442	BAT1
TF300442	DDX39
TF338218	Apolipoprotein_C2
TF103035	POLR1D
TF325443	TDRD7
TF300864	GFPT1
TF320995	SYNGR1
TF317762	CENTG1
TF317762	CENTG3
TF317762	GIT1
TF317762	CENTG2
TF317762	GIT2
TF324631	CD133
TF106126	SAMM50
TF313551	ROCK1
TF329799	UBXD5
TF331853	C20orf117
TF331853	KIAA0802
TF336281	Major_basic_protein
TF103011	DNA_polymerase_lambda
TF313067	RRS1
TF323242	PASK
TF328424	TEP1
TF324494	DNA-PKcs
TF317770	ITM2B
TF317770	ITM2A
TF317770	ITM2C
TF300106	Sigma-1_receptor
TF105118	MAP3K10
TF105118	MAP3K11
TF105118	MAP3K9
TF105479	ARL6IP5
TF106407	ZMYND11
TF106407	ZMYND11
TF106453	MIER1
TF106211	PSMA5
TF350804	ZNF37A
TF332232	DRD1IP
TF335676	C4orf16
TF300371	N-ethylmaleimide_sensitive_fusion_protein
TF331635	HPS6
TF329867	FOXN1
TF101052	Cell_division_cycle_7-related_protein_kinase
TF314539	Transportin-3
TF314539	IPO13
TF313601	RNA_Helicase_A
TF300600	GNB2L1
TF314486	Cytidine_deaminase
TF350010	Free_fatty_acid_receptor_1
TF350010	Free_fatty_acid_receptor_3
TF350010	Free_fatty_acid_receptor_2
TF350010	F2RL3
TF105782	GOSR1
TF317832	EML4
TF317832	EML1
TF105065	COX6B1
TF316749	QSOX1
TF328370	Dystroglycan
TF105044	Binding_immunoglobulin_protein
TF101026	Cyclin-dependent_kinase_10
TF313043	UBE2L6
TF313043	UBE2L3
TF102013	BAG4
TF102013	BAG3
TF333020	PYGO2
TF314050	MKNK2
TF314050	MKNK1
TF333405	TAC1
TF105224	KIF21A
TF105224	KIF4A
TF105878	CPSF3L
TF331947	ZNF451
TF106112	GLG1
TF105852	MRPL23
TF330284	TECTB
TF330284	GP2_%28gene%29
TF330284	Tamm-Horsfall_protein
TF330132	CILP
TF321258	PIGQ
TF331945	ASB1
TF331945	ASB13
TF105867	CSTF3
TF105901	GTF2E2
TF326185	Relaxin/insulin-like_family_peptide_receptor_2
TF326185	Relaxin/insulin-like_family_peptide_receptor_1
TF300703	Coproporphyrinogen_III_oxidase
TF329830	FBXO7
TF332788	CCP110
TF324360	C5orf3
TF315099	SNRPG
TF313034	FUCA2
TF313034	Fucosidase
TF300672	ACOX1
TF314541	FAM49A
TF332130	PDGFC
TF332130	PDGFD
TF324130	C1orf149
TF101036	CDK5R2
TF101036	CDK5R1
TF101056	CDC25A
TF101056	CDC25B
TF101056	CDC25C
TF313254	STX6
TF313254	STX10
TF315166	Prefoldin_subunit_6
TF105743	PRPF6
TF332099	EDA_%28gene%29
TF318734	CYLD_%28gene%29
TF105411	AKAP12
TF300122	CHMP5
TF350123	TMEM123
TF105319	GLMN
TF105556	PPP2R5C
TF105556	PPP2R5E
TF105556	PPP2R5D
TF105556	PPP2R5A
TF105556	PPP2R5B
TF313928	MRPS33
TF320797	ELP4
TF324161	JAZF1
TF105613	PRPF8
TF323420	RNMTL1
TF105285	Flavin_containing_monooxygenase_1
TF105285	FMO5
TF105285	FMO4
TF105285	Flavin_containing_monooxygenase_3
TF105285	FMO2
TF312855	TMEM47
TF312855	PERP
TF328554	ATN1
TF328554	RERE
TF342166	MICB
TF314473	GUK1
TF329179	EFCAB6
TF331634	Brain-specific_angiogenesis_inhibitor_2
TF331634	Brain-specific_angiogenesis_inhibitor_1
TF331634	Brain-specific_angiogenesis_inhibitor_3
TF106414	Transformation/transcription_domain-associated_protein
TF351049	RNF7
TF315909	PDZRN3
TF315909	PDZD4
TF106489	PTCH1
TF101107	UBE2R2
TF101107	CDC34
TF335726	GPLD1
TF317568	TEK_tyrosine_kinase
TF314789	SRA1
TF101149	COPS7B
TF101149	COPS7A
TF328437	HLA-B_associated_transcript_3
TF332664	ZFP91
TF314710	SMARCC2
TF314710	SMARCC1
TF321823	CNTNAP4
TF321823	CNTNAP2
TF331031	PTRF
TF331031	SDPR
TF300542	Valosin-containing_protein
TF314849	RCN2
TF314849	RCN1
TF314849	SDF4
TF314849	CALU_%28gene%29
TF324293	EPS15L1
TF324293	EPS15
TF324293	ITSN1
TF324293	ITSN2
TF332591	GPR151
TF323987	Collagen%2C_type_XI%2C_alpha_1
TF323987	Collagen%2C_type_V%2C_alpha_1
TF323987	COL11A2_%28gene%29
TF323987	COL5A3
TF323987	Collagen%2C_type_III%2C_alpha_1
TF323987	Collagen%2C_type_I%2C_alpha_1
TF323987	COL5A2
TF331335	FAT4
TF328543	SNX4
TF101218	RAD51
TF101070	CDCA5
TF315519	WNK3
TF315519	NRBP1
TF315519	WNK4
TF315519	WNK2
TF315519	WNK1
TF106266	SFRS11
TF106266	SFRS12
TF317296	SOS1
TF317296	RASGRF2
TF317296	RAPGEF1
TF106502	NUPL1
TF328358	SLC43A1
TF314723	NDUFC2
TF324775	SCYE1
TF324211	KIAA1279
TF313455	TBCE
TF330804	FRAT1
TF330804	FRAT2
TF314082	SNX9
TF314082	SNAG1
TF337983	LYPD3
TF313334	STS-1_%28gene%29
TF313334	UBASH3A
TF314401	RNF14
TF324749	MLXIPL
TF105431	RTN2
TF105431	RTN1
TF105431	RTN3
TF105431	Reticulon_4
TF332861	RE1-silencing_transcription_factor
TF328678	SMPD3
TF323753	DHDDS
TF101011	CCNL1
TF101011	CCNL2
TF328901	Cytochrome_b-245%2C_alpha_polypeptide
TF325819	ATP6AP1
TF105725	RBM19
TF333148	THSD1
TF318170	AIG1
TF300698	DMC1_%28gene%29
TF329712	TNMD
TF329712	LECT1
TF314449	CIAPIN1
TF320422	MRPL55
TF338443	Interleukin_15_receptor%2C_alpha_subunit
TF314451	EED
TF326617	CXXC5
TF313743	ORC1
TF313657	SLC12A7
TF313657	Chloride_potassium_symporter_5
TF313657	SLC12A6
TF313657	Chloride_potassium_symporter_4
TF315246	PRPF4B
TF326183	CDR2_%28gene%29
TF324207	Galactose_mutarotase
TF324207	LFNG
TF324207	MFNG
TF338968	OR11H4
TF324313	BZW2
TF324313	BZW1
TF324178	MED12
TF105559	PPP4C
TF105559	PPP2CA
TF105559	PPP2CB
TF314916	SLC2A13
TF314593	HEATR1
TF351653	KBTBD10
TF351653	KLHL7
TF332679	CBWD1
TF332679	CBWD1
TF332945	GRINL1A
TF300044	Ribosomal_protein_L5
TF351628	ITK_%28gene%29
TF351628	BMX_%28gene%29
TF351628	TEC_%28gene%29
TF351628	Bruton%27s_tyrosine_kinase
TF350743	ALX4
TF350743	VSX2
TF350743	ALX1
TF350743	VSX1
TF335574	ZCCHC2
TF338049	TROAP
TF331184	BTBD14B
TF331184	ZNF295
TF352014	ING2
TF352014	ING5
TF352014	ING4
TF352014	ING1
TF331144	BCL9
TF323880	COMMD9
TF313827	PRKAB1
TF313827	PRKAB2
TF330414	Peripheral_myelin_protein_22
TF330414	EMP1
TF330414	EMP3
TF330414	EMP2
TF341637	HTN3
TF341637	HTN1
TF319468	GOLGA5
TF323486	RBCK1
TF313023	WDR12
TF314897	FTSJ1
TF106241	ATP5O
TF314226	ACOX3
TF316671	WBP4
TF314414	PRCP
TF314414	DPP7
TF323405	MTFMT
TF314635	IFT81
TF330999	SS18L1
TF330999	SS18
TF335872	FGF19
TF335872	Fibroblast_growth_factor_23
TF335872	FGF21
TF313964	DRAP1
TF312844	UNC13B
TF315029	ENTPD5
TF315029	ENTPD6
TF105621	ARPC4
TF101128	UBE2B
TF101128	UBE2A
TF101076	CDCA7L
TF101076	CDCA7
TF329284	ADCY10
TF313391	EBF1
TF315920	Exosome_component_5
TF300519	Neuropathy_target_esterase
TF106193	TIMM10
TF105956	SUPT6H
TF336851	HEXIM1
TF336851	HEXIM2
TF101223	RAD54B
TF318348	PAOX
TF318348	SMOX
TF106468	MAP2K5
TF105737	COPB1
TF101067	NUF2
TF331392	CDCP1
TF332819	HPS4
TF325594	NOL4
TF300364	DDX3Y
TF300364	DDX3X
TF317006	C-Raf
TF317006	KSR1
TF317006	ARAF
TF317006	BRAF_%28gene%29
TF313306	BLCAP
TF314796	THOC1
TF313441	Proliferating_cell_nuclear_antigen
TF326763	C7orf30
TF350737	Germ_cell_nuclear_factor
TF350737	Liver_receptor_homolog-1
TF350737	Steroidogenic_factor_1
TF313530	OXR1
TF313530	NCOA7
TF329461	ALDH16A1
TF330855	MSR1
TF330855	MARCO
TF101522	EIF3A
TF314268	NOSIP
TF105142	DNAJB6
TF105142	DNAJB2
TF315942	RBFOX1
TF315942	RBM9
TF313679	LRRK2
TF313679	LRRK1
TF343327	GON4L
TF343327	YY1AP1
TF315463	ZFP36L1
TF315463	ZFP36
TF300231	ADI1
TF315236	SREBP_cleavage_activating_protein
TF332767	TACSTD2
TF332767	Epithelial_cell_adhesion_molecule
TF335795	CD34
TF106276	USP4
TF106276	USP11
TF106276	USP15
TF316724	DAB1
TF316724	DAB2
TF106508	PCTK1
TF106508	PCTK2
TF106508	PCTK3
TF106508	PFTK1
TF312963	CADPS
TF312963	CADPS2
TF105032	PMPCB
TF105032	UQCRC1
TF324946	USH1G
TF320504	DCP1B
TF324072	MINPP1
TF313278	PGPEP1
TF315363	RIPK1
TF342052	Chimerin_2
TF332858	SLC14A2
TF332858	SLC14A1
TF334382	Dopamine_receptor_D2
TF334382	Dopamine_receptor_D3
TF334382	Dopamine_receptor_D4
TF351113	TLR10
TF351113	TLR6
TF312817	DGKZ
TF312817	DGKQ
TF300748	RPL8
TF324307	HSPBP1
TF324307	SIL1
TF105441	ANAPC1
TF105682	MTIF2
TF330808	FAM122B
TF328567	XLF_%28protein%29
TF330729	Agouti-related_peptide
TF315897	PTPN1
TF315897	PTPN2
TF332815	MARCKSL1
TF332815	MARCKS
TF314105	TOM1L2
TF314105	TOM1
TF314105	TOM1L1
TF105761	MOCOS
TF320229	IGF2BP2
TF320229	IGF2BP1
TF320229	IGF2BP3
TF313752	SCO1
TF313752	SCO2
TF105253	SPG21
TF313485	LMBR1
TF313485	LMBR1L
TF333134	FBXW2
TF321369	GATAD2B
TF323644	RSPH9
TF331587	DDB2
TF350216	GLI2
TF350216	GLI3
TF350216	GLI1
TF314679	TSEN2
TF314936	TSTA3
TF314229	CC2D1A
TF333011	GTF3A
TF312921	AP1S2
TF312921	AP1S1
TF300481	Aldehyde_dehydrogenase_4_family%2C_member_A1
TF317350	Alpha_2-antiplasmin
TF317350	PEDF
TF317350	C1-inhibitor
